customer_id,age,gender,region,income_tier,education_level,marital_status,tenure_months,contract_type,preferred_channel,loyalty_tier,churn
CUST015899,,Male,Central,Mid,Graduate,Divorced,21,Annual,App,Silver,0
CUST012980,29.0,male,south,Low,Post-Graduate,Married,21,multi-year,Phone,,1
CUST015778,47.0,Female,north ,Low,,Married,72,Monthly,In-store,Bronze,0
CUST016112,50.0,Male,central,High,Doctorate,Divorced,13,Monthly,Web,Bronze,0
CUST018099,47.0,Male,East,Mid,High School,Single,27,Monthly,App,Bronze,0
CUST013747,36.0,Female,NORTH,Low,High School,Married,34,multi-year,In-store,Bronze,0
CUST018870,69.0,Male,east,Low,Graduate,Married,40,Monthly,Phone,Bronze,0
CUST014678,53.0,Male,east,,,Single,32,Monthly,Web,Bronze,0
CUST005528,41.0,M,central,High,Graduate,Married,24,Multi year,Phone,Platinum,0
CUST008764,46.0,Female,SOUTH,Low,High School,Married,25,Annual,App,Bronze,0
CUST016506,,Female,north,Low,Graduate,Single,17,Annual,Web,Bronze,0
CUST011768,40.0,female,West,Mid,Graduate,Married,58,Annual,App,Silver,0
CUST004043,39.0,Female,West,Mid,Graduate,Married,10,Monthly,Web,Bronze,0
CUST008890,60.0,Male,CENTRAL,Low,Graduate,Married,22,Monthly,Web,Platinum,0
CUST011235,41.0,Female,north ,Low,Graduate,Married,44,Monthly,In-store,Silver,0
CUST018694,64.0,Female,East,Mid,,Married,33,Monthly,Web,Silver,0
CUST001569,,Male,South ,Low,Post-Graduate,Widowed,17,Monthly,Web,Silver,1
CUST018891,71.0,Female,East,Mid,,Married,5,Monthly,App,Gold,1
CUST005504,44.0,Non-binary,WEST,Low,High School,Married,37,Monthly,Web,Bronze,1
CUST000360,37.0,Female,south,High,High School,Single,52,Multi-year,App,Bronze,1
CUST005084,42.0,Male,South ,Mid,Graduate,Divorced,8,Monthly,In-store,Gold,0
CUST011960,35.0,Male,South ,Low,Graduate,Married,39,Monthly,Web,Silver,0
CUST018401,49.0,Female,west,Mid,High School,Divorced,73,Monthly,In-store,Silver,1
CUST013623,57.0,Male,east,,Graduate,Widowed,34,Annual,App,Silver,0
CUST014094,44.0,MALE,south,,Doctorate,Married,21,Monthly,Web,Silver,0
CUST011087,44.0,Female,central,Mid,High School,Widowed,18,Annual,App,Bronze,0
CUST008821,32.0,Female,east,Mid,Post-Graduate,Married,16,Monthly,App,Bronze,0
CUST012973,47.0,Female,west,Mid,High School,Widowed,105,Monthly,Web,Silver,0
CUST004922,48.0,male,East,Mid,Graduate,Married,8,Annual,In-store,,1
CUST016989,37.0,M,north ,High,Doctorate,Married,51,Multi-year,In-store,Gold,0
CUST017062,47.0,Male,north ,High,Post-Graduate,Single,41,Monthly,App,Bronze,0
CUST004198,55.0,Female,East,Mid,Post-Graduate,Married,30,Monthly,Phone,,0
CUST013413,27.0,M,East,Mid,High School,Divorced,52,Multi-year,Web,Bronze,1
CUST019374,47.0,M,south,Mid,High School,Married,20,Monthly,Web,Silver,1
CUST010749,26.0,Female,east,High,Doctorate,Divorced,8,Multi-year,Phone,Platinum,0
CUST011197,,Female,West,Mid,Graduate,Married,54,multiyear,Web,Gold,1
CUST002030,36.0,Female,WEST,Mid,Graduate,Widowed,34,Monthly,App,Platinum,0
CUST008017,59.0,Male,south,,Graduate,Single,32,Monthly,Web,Silver,0
CUST004723,35.0,Male,WEST,High,Graduate,Married,3,Monthly,Phone,,1
CUST015108,44.0,female,north,High,High School,Married,12,Monthly,Web,Bronze,1
CUST009335,39.0,Female,West,High,,Single,9,Monthly,App,Silver,0
CUST018742,55.0,Female,north,Mid,Graduate,Divorced,35,Multi year,In-store,Silver,1
CUST010278,24.0,Male,west,Low,Post-Graduate,Single,10,Monthly,Web,Bronze,0
CUST006208,57.0,Male,SOUTH,Mid,Graduate,Married,11,Monthly,Phone,Bronze,0
CUST016745,26.0,F,central,Mid,Graduate,Divorced,39,Annual,App,Bronze,0
CUST017387,55.0,Male,North,Mid,Graduate,Single,9,Annual,App,Gold,1
CUST016558,41.0,Female,central,Low,Graduate,Single,16,Multi-year,In-store,Gold,1
CUST012132,47.0,Female,Central,Mid,Graduate,Single,46,Multi-year,In-store,Gold,0
CUST011870,30.0,Female,east,High,High School,Divorced,27,Annual,Web,Gold,0
CUST017694,40.0,M,South,Low,Post-Graduate,Single,10,Monthly,App,Silver,0
CUST008895,56.0,Female,North,Mid,Graduate,Single,20,Monthly,Phone,,0
CUST005449,64.0,MALE,WEST,,Graduate,Single,81,Multi-year,In-store,Gold,0
CUST013515,53.0,F,north,Mid,Graduate,Single,36,Monthly,Web,Silver,0
CUST017239,52.0,Non-binary,South,Mid,High School,Single,9,Monthly,App,Silver,0
CUST000226,34.0,M,WEST,Mid,Post-Graduate,Married,26,Annual,In-store,Bronze,1
CUST000209,53.0,Male,west,Mid,Post-Graduate,Married,5,Annual,Web,,1
CUST001867,51.0,Female,west,High,Graduate,Married,60,Annual,Phone,Bronze,0
CUST005104,41.0,Female,Central,Mid,High School,Married,2,Monthly,Web,Silver,1
CUST005573,35.0,F,East,High,Graduate,Single,14,Monthly,Web,Platinum,0
CUST010736,41.0,Male,EAST,High,Graduate,Married,23,Multi-year,Web,,1
CUST015268,75.0,Female,NORTH,,High School,Widowed,14,Annual,Web,Bronze,0
CUST015747,33.0,male,NORTH,Low,Doctorate,Married,14,Monthly,Phone,Bronze,1
CUST003491,32.0,M,south,Low,Doctorate,Married,22,Annual,Web,Bronze,0
CUST008984,59.0,Female,south,Low,Graduate,Single,17,Monthly,In-store,Silver,1
CUST001820,32.0,Male,south,Low,Post-Graduate,Single,24,Monthly,In-store,,0
CUST018284,30.0,MALE,south,,Graduate,Widowed,26,Annual,App,Platinum,1
CUST008394,53.0,Female,West,Low,High School,Married,7,Annual,Phone,,0
CUST012975,,F,East,Low,Post-Graduate,Married,8,Annual,In-store,Bronze,0
CUST003458,51.0,Male,WEST,Mid,Graduate,Widowed,19,Annual,App,Gold,0
CUST006816,,Female,Central,High,Graduate,Single,11,Monthly,Phone,Bronze,0
CUST014731,49.0,FEMALE,north ,Mid,Post-Graduate,Single,19,Monthly,Web,Bronze,0
CUST015186,,Male,EAST,Mid,Graduate,Single,12,Monthly,In-store,Platinum,0
CUST006827,50.0,Male,NORTH,High,Graduate,Married,30,Annual,App,Bronze,1
CUST003723,32.0,Female,South,Mid,Graduate,Married,40,Annual,App,Gold,1
CUST004017,55.0,Female,EAST,High,Graduate,Single,26,Annual,App,Bronze,0
CUST007419,37.0,Male,west,High,High School,Divorced,5,Multi-year,App,Silver,0
CUST010412,54.0,Female,west,Mid,High School,Married,10,Annual,Phone,Gold,0
CUST006372,63.0,Male,central,,High School,Single,4,Annual,In-store,Gold,0
CUST018186,39.0,Male,CENTRAL,Low,Graduate,Divorced,40,Monthly,Web,Bronze,0
CUST012712,39.0,M,CENTRAL,Low,High School,Married,66,Monthly,App,,0
CUST005654,42.0,Male,CENTRAL,Low,High School,Widowed,41,multiyear,In-store,Silver,0
CUST008737,27.0,Male,NORTH,High,High School,Married,16,Monthly,In-store,Gold,1
CUST007666,43.0,FEMALE,North,Mid,Graduate,Married,8,Monthly,Web,Silver,0
CUST005270,47.0,MALE,central,Low,Post-Graduate,Married,2,Monthly,Web,Gold,0
CUST007809,37.0,Female,WEST,,High School,Married,41,Monthly,Phone,Gold,0
CUST013403,51.0,Female,west,Mid,Post-Graduate,Single,43,Monthly,In-store,,0
CUST016548,31.0,F,North,Mid,Graduate,Married,21,Annual,In-store,Silver,1
CUST010667,,Female,North,,Graduate,Divorced,17,Monthly,App,Silver,0
CUST015074,55.0,F,NORTH,,High School,Married,7,Annual,Web,,0
CUST002821,54.0,Female,North,,Graduate,Married,27,Annual,App,Gold,0
CUST009522,46.0,M,east,High,Graduate,Married,9,Multi-year,App,Bronze,0
CUST005350,51.0,Female,central,High,Graduate,Single,36,Monthly,Phone,Bronze,0
CUST004475,53.0,Male,South,Low,High School,Married,11,Annual,App,,1
CUST000348,67.0,Female,WEST,High,Graduate,Widowed,57,Monthly,Web,,0
CUST011411,37.0,MALE,South ,High,Graduate,Married,23,Annual,In-store,Bronze,0
CUST000952,,MALE,north,Mid,Graduate,Married,17,Annual,In-store,Gold,0
CUST017058,40.0,Female,south,High,Post-Graduate,Married,43,Annual,Phone,Gold,0
CUST000017,46.0,Female,north ,Mid,Graduate,Single,21,Monthly,In-store,Bronze,0
CUST018318,,male,East,Low,Graduate,Divorced,25,Monthly,Web,Bronze,0
CUST017718,51.0,Male,Central,Low,High School,Divorced,20,Multi-year,App,Gold,1
CUST000529,36.0,Non-binary,North,Mid,Graduate,Single,25,Monthly,Web,Gold,0
CUST009359,46.0,Male,North,Mid,High School,Single,45,Monthly,In-store,Bronze,0
CUST019002,47.0,F,South ,Low,Post-Graduate,Married,17,Monthly,App,Silver,0
CUST006946,50.0,Male,South ,,High School,Married,37,Annual,Web,Bronze,1
CUST008899,48.0,FEMALE,West,Mid,Graduate,Single,30,Monthly,Web,Bronze,0
CUST013808,30.0,Male,west,Mid,Graduate,Single,10,Annual,Phone,Platinum,0
CUST011237,,female,west,Low,Post-Graduate,Divorced,45,Annual,App,Silver,0
CUST014904,55.0,Female,central,High,High School,Married,21,Annual,Web,Silver,0
CUST001221,33.0,Female,WEST,,Graduate,Divorced,12,Annual,App,Gold,1
CUST006440,54.0,Male,West,High,Post-Graduate,Married,84,Annual,Web,,1
CUST012010,,Male,Central,Mid,High School,Divorced,9,multi-year,Web,,0
CUST018661,29.0,Female,NORTH,Mid,,Married,33,Monthly,In-store,Bronze,1
CUST018412,72.0,Male,WEST,High,Graduate,Married,16,Monthly,App,Bronze,0
CUST004166,,female,South,Low,Graduate,Single,16,Annual,App,Bronze,0
CUST008568,48.0,MALE,north ,Mid,Post-Graduate,Single,52,Monthly,Phone,Gold,0
CUST012677,39.0,Female,central,High,Post-Graduate,Divorced,35,Monthly,Web,,0
CUST009751,53.0,Female,East,Low,Graduate,Single,13,Annual,App,Bronze,0
CUST009920,49.0,FEMALE,South,Mid,Graduate,Widowed,45,Annual,App,Platinum,0
CUST009460,40.0,Male,west,Low,Graduate,Single,41,multiyear,In-store,Silver,0
CUST010376,43.0,MALE,CENTRAL,Mid,Post-Graduate,Married,31,Annual,Web,Gold,1
CUST015785,33.0,F,North,Low,High School,Married,9,Monthly,Phone,,0
CUST000528,39.0,Male,South ,High,Graduate,Single,10,Monthly,App,Bronze,0
CUST016346,27.0,Male,South ,Low,Post-Graduate,Married,30,Annual,In-store,Bronze,1
CUST002357,53.0,Male,EAST,High,Graduate,Divorced,13,Monthly,Web,,0
CUST005213,18.0,M,central,Mid,Graduate,Married,6,Multi year,Web,Platinum,0
CUST003418,48.0,female,north,Mid,Graduate,Married,14,Annual,App,Bronze,0
CUST019800,45.0,Male,south,Mid,High School,Married,82,Multi-year,App,Silver,0
CUST017201,,Male,north,Mid,Graduate,Married,19,Multi-year,App,Silver,0
CUST005990,35.0,Female,South,Low,Graduate,Single,26,Annual,Web,Bronze,1
CUST017760,50.0,F,SOUTH,High,Graduate,Single,56,Monthly,In-store,Bronze,1
CUST004707,46.0,F,SOUTH,Mid,Post-Graduate,Single,23,Annual,In-store,Bronze,1
CUST002485,35.0,Male,Central,Low,Post-Graduate,Married,76,Multi year,Phone,Silver,0
CUST011923,60.0,Female,East,Low,Post-Graduate,Divorced,15,Annual,In-store,Bronze,0
CUST010994,47.0,male,East,Mid,Post-Graduate,Single,40,Monthly,Web,Platinum,0
CUST006645,36.0,Non-binary,east,High,Graduate,Single,37,Monthly,In-store,Silver,0
CUST010387,32.0,Female,Central,High,Graduate,Married,25,Monthly,App,,0
CUST019985,43.0,Male,central,Mid,Post-Graduate,Married,52,Monthly,Phone,Silver,0
CUST019284,18.0,Female,east,Mid,Doctorate,Married,22,Monthly,In-store,Silver,0
CUST014645,41.0,Male,CENTRAL,High,Post-Graduate,Single,33,Annual,Phone,Gold,1
CUST019557,39.0,Female,west,Mid,High School,Single,52,Monthly,App,Bronze,1
CUST001283,67.0,Male,NORTH,Mid,Graduate,Married,31,Multi-year,Web,Silver,0
CUST011974,22.0,Female,West,Low,Post-Graduate,Widowed,35,Multi-year,In-store,Bronze,0
CUST018809,28.0,Female,north,Mid,Graduate,Married,25,Annual,In-store,Bronze,0
CUST007091,61.0,Male,east,Mid,Graduate,Married,24,Monthly,Phone,Bronze,0
CUST018767,28.0,Female,north ,Mid,Graduate,Widowed,13,Multi year,App,Bronze,0
CUST015173,34.0,Female,central,Mid,Post-Graduate,Married,16,Annual,Web,Platinum,1
CUST002371,44.0,Female,West,Low,Graduate,Married,11,Annual,App,Silver,1
CUST009309,46.0,Male,west,Low,High School,Married,39,Monthly,Web,Bronze,0
CUST007661,31.0,F,WEST,Low,Graduate,Divorced,15,Multi-year,Phone,,0
CUST017655,,Female,north,High,Graduate,Married,84,Monthly,Web,Bronze,0
CUST002595,49.0,Male,South,,Graduate,Divorced,12,Monthly,Web,Platinum,0
CUST014410,54.0,female,North,Mid,Graduate,Married,64,Monthly,App,Silver,1
CUST000992,70.0,female,north ,Mid,Graduate,Divorced,30,Annual,Web,Silver,0
CUST014417,36.0,Non-binary,south,High,Graduate,Single,12,Monthly,Phone,Platinum,0
CUST015937,47.0,Female,South ,High,High School,Single,21,Monthly,Web,Bronze,1
CUST018006,48.0,male,west,Mid,Graduate,Single,15,Monthly,Web,Bronze,0
CUST003560,,female,east,High,Graduate,Married,15,Monthly,App,Silver,1
CUST009799,37.0,Male,WEST,High,Graduate,Single,28,Annual,App,Bronze,0
CUST015433,46.0,Female,South,,Graduate,Divorced,15,Annual,App,Bronze,0
CUST007734,35.0,Non-binary,East,Mid,,Single,58,Monthly,Web,Silver,0
CUST014323,46.0,female,South,Mid,Graduate,Married,4,Annual,Web,,1
CUST005739,38.0,Female,NORTH,Mid,High School,Single,15,Annual,Web,Bronze,0
CUST006782,26.0,MALE,Central,Low,Graduate,Married,73,Monthly,Web,Bronze,0
CUST005020,35.0,M,CENTRAL,High,Post-Graduate,Divorced,14,multi-year,Phone,Silver,0
CUST005436,49.0,Female,East,Mid,High School,Married,2,Monthly,Web,,0
CUST009912,32.0,F,west,High,Graduate,Widowed,11,Monthly,Web,Bronze,0
CUST011458,56.0,Male,SOUTH,Low,Doctorate,Divorced,44,Annual,App,,1
CUST016676,49.0,Male,Central,Mid,High School,Married,12,Multi-year,App,Bronze,0
CUST004393,18.0,Female,north ,Low,Graduate,Single,10,Monthly,In-store,,0
CUST017076,28.0,MALE,north,High,Graduate,Widowed,14,Monthly,In-store,,1
CUST009042,58.0,Female,central,Low,High School,Divorced,36,Monthly,Web,Bronze,0
CUST015857,41.0,Female,central,Low,Doctorate,Single,21,Annual,Web,Bronze,0
CUST006741,21.0,F,north,Low,High School,Single,37,Annual,App,Silver,0
CUST001265,71.0,Male,South ,Mid,Graduate,Single,29,Multi-year,In-store,Silver,0
CUST007990,36.0,F,South ,Mid,Graduate,Married,21,Monthly,Web,Bronze,0
CUST008429,35.0,Male,Central,Mid,High School,Single,26,Multi-year,Web,Silver,0
CUST003334,38.0,Female,NORTH,Mid,Doctorate,Married,23,Multi-year,App,Gold,0
CUST019467,19.0,Male,WEST,Mid,High School,Divorced,10,Monthly,In-store,,0
CUST005546,56.0,FEMALE,CENTRAL,High,High School,Married,115,Annual,Web,Gold,0
CUST005092,44.0,Male,north ,Mid,Graduate,Married,5,Monthly,In-store,Bronze,0
CUST009635,19.0,Female,West,,Post-Graduate,Divorced,4,Annual,Phone,Bronze,1
CUST014697,33.0,female,WEST,Low,High School,Married,24,Monthly,Phone,Silver,0
CUST004126,57.0,female,NORTH,High,High School,Single,67,Monthly,Web,Gold,0
CUST000833,49.0,Male,west,High,Post-Graduate,Married,17,Annual,In-store,Gold,0
CUST014717,19.0,Male,West,High,Doctorate,Single,12,Monthly,In-store,Bronze,0
CUST009023,69.0,Male,SOUTH,Mid,High School,Married,15,Monthly,App,Gold,0
CUST019343,24.0,Female,EAST,Mid,Graduate,Married,40,Annual,Web,Bronze,0
CUST007183,27.0,male,West,Mid,Graduate,Single,22,Monthly,Phone,,0
CUST011698,44.0,Male,South,Mid,Graduate,Married,27,Annual,App,Silver,0
CUST012751,61.0,Female,north,High,Post-Graduate,Divorced,9,Monthly,App,Bronze,0
CUST014561,57.0,Female,north,Mid,High School,Divorced,2,Monthly,App,Platinum,0
CUST003434,42.0,Female,East,Low,Graduate,Married,30,Monthly,App,,1
CUST013765,58.0,Non-binary,west,High,High School,Single,15,multi-year,Phone,Bronze,0
CUST006786,59.0,MALE,SOUTH,Low,High School,Married,33,Monthly,Web,Bronze,0
CUST004005,55.0,Male,central,Low,,Married,54,Monthly,In-store,Gold,0
CUST012436,28.0,F,north ,Low,Graduate,Widowed,22,Monthly,Web,,0
CUST008246,45.0,M,North,Low,Graduate,Widowed,4,Monthly,Phone,,0
CUST016141,,Male,CENTRAL,Mid,Doctorate,Single,41,Monthly,Web,Gold,0
CUST005525,33.0,Female,NORTH,Mid,Post-Graduate,Married,41,Monthly,Phone,Silver,1
CUST012521,27.0,female,NORTH,Low,Post-Graduate,Divorced,51,Annual,Web,,0
CUST000930,50.0,Male,WEST,Mid,,Single,63,Monthly,Web,Bronze,0
CUST016771,48.0,Female,South,Mid,Graduate,Married,29,Monthly,Phone,Bronze,1
CUST016531,48.0,Female,East,Mid,Graduate,Married,1,Monthly,Web,Bronze,0
CUST017635,35.0,M,north,Mid,Graduate,Single,28,Monthly,Web,Bronze,1
CUST012865,56.0,Female,east,Mid,Post-Graduate,Married,84,Monthly,App,Silver,0
CUST017959,45.0,Female,Central,High,High School,Married,21,Monthly,Web,,0
CUST016581,,Male,SOUTH,Low,Graduate,Divorced,18,Annual,Web,Silver,1
CUST017301,37.0,F,CENTRAL,Mid,High School,Married,42,Monthly,App,Platinum,0
CUST019589,31.0,Male,north,,Graduate,Married,11,Annual,Phone,Silver,0
CUST012907,32.0,male,WEST,High,Graduate,Married,59,multi-year,Web,Gold,0
CUST003158,52.0,F,east,Mid,High School,Widowed,8,Monthly,Phone,Platinum,1
CUST007843,,Female,North,Mid,Post-Graduate,Married,38,multi-year,App,Bronze,0
CUST006779,31.0,male,west,Mid,Graduate,Married,11,Monthly,App,Bronze,0
CUST014288,50.0,F,West,Low,High School,Single,28,Annual,Web,Bronze,0
CUST010536,52.0,Female,West,Low,Graduate,Married,22,Monthly,Phone,Bronze,0
CUST017117,35.0,Male,West,Mid,Graduate,Married,4,Annual,App,Platinum,0
CUST011203,30.0,Non-binary,east,Low,High School,Divorced,15,Monthly,App,Bronze,0
CUST003593,28.0,Female,CENTRAL,Low,Graduate,Single,23,Annual,App,Gold,1
CUST019982,31.0,Male,east,Mid,Post-Graduate,Married,47,Monthly,Phone,Platinum,0
CUST016970,40.0,Male,south,High,Graduate,Married,25,Monthly,Web,Silver,0
CUST000547,39.0,Female,north ,,Graduate,Divorced,24,Annual,App,,1
CUST002271,41.0,Male,central,,Post-Graduate,Married,41,Monthly,Web,Gold,0
CUST007914,26.0,Non-binary,west,Mid,Graduate,Married,14,Annual,In-store,Gold,0
CUST016644,43.0,Female,north,Mid,Graduate,Single,5,Annual,Web,Bronze,0
CUST017685,53.0,Male,central,Low,,Divorced,7,Multi-year,App,Bronze,0
CUST013892,51.0,Male,south,Mid,High School,Married,3,Annual,Web,Silver,0
CUST019438,25.0,male,EAST,Low,High School,Married,5,Monthly,Web,Gold,0
CUST006081,20.0,Female,north,Mid,Post-Graduate,Single,54,Monthly,In-store,,1
CUST015347,29.0,female,east,Low,Post-Graduate,Married,21,Multi year,Web,Bronze,0
CUST014885,46.0,Female,SOUTH,Mid,Graduate,Single,53,Annual,Web,Silver,1
CUST010759,37.0,Female,EAST,Mid,High School,Married,22,Monthly,Web,Platinum,0
CUST008766,18.0,F,north ,Low,,Married,20,Monthly,Web,Bronze,0
CUST002675,38.0,F,WEST,Mid,High School,Married,16,Monthly,In-store,Silver,1
CUST012962,52.0,Non-binary,East,Low,High School,Single,32,Annual,Web,Gold,0
CUST004347,26.0,Female,EAST,Low,Graduate,Divorced,45,Monthly,Phone,Platinum,0
CUST008923,18.0,Male,Central,High,,Married,39,Annual,Web,Silver,0
CUST014676,51.0,MALE,north,Mid,Doctorate,Married,10,Monthly,In-store,,0
CUST005283,,Female,CENTRAL,Mid,Post-Graduate,Single,16,Multi-year,App,Bronze,0
CUST002498,53.0,Female,Central,Mid,Doctorate,Single,43,Annual,Phone,,0
CUST019679,24.0,Female,East,High,Graduate,Married,13,Monthly,Phone,Bronze,0
CUST000485,,Female,north,Low,High School,Divorced,2,Annual,App,Gold,0
CUST004709,60.0,MALE,South,Low,,Single,29,Monthly,Web,Platinum,0
CUST015441,56.0,Female,central,Mid,,Single,11,Monthly,Web,Silver,1
CUST009142,29.0,Non-binary,central,Mid,Graduate,Single,42,Monthly,Phone,Silver,0
CUST001001,24.0,Female,WEST,High,Doctorate,Divorced,120,Annual,App,Bronze,1
CUST004015,25.0,Non-binary,Central,Mid,Post-Graduate,Married,28,Monthly,Web,Bronze,0
CUST018666,47.0,Female,south,Low,Graduate,Married,13,Annual,App,Silver,1
CUST018950,48.0,M,SOUTH,Mid,Doctorate,Single,6,Annual,App,Platinum,1
CUST008152,56.0,Male,Central,High,Doctorate,Single,22,Annual,Web,Platinum,0
CUST015540,,M,East,High,Graduate,Divorced,44,Monthly,Web,Bronze,0
CUST019666,23.0,female,EAST,Low,High School,Married,37,Annual,Web,Bronze,0
CUST003260,21.0,Male,West,Low,,Widowed,10,Annual,Phone,Silver,1
CUST003828,47.0,M,Central,Low,Graduate,Married,37,Monthly,Web,Silver,1
CUST003652,59.0,Female,east,Mid,Post-Graduate,Married,57,Annual,App,,0
CUST016657,24.0,Female,EAST,High,Graduate,Single,21,Monthly,App,Bronze,1
CUST019755,44.0,FEMALE,West,Low,High School,Married,17,Monthly,App,Bronze,0
CUST016607,36.0,Female,west,Mid,High School,Married,61,Monthly,In-store,,0
CUST007965,36.0,Male,WEST,Low,Post-Graduate,Married,20,Monthly,Phone,Silver,0
CUST006984,,Non-binary,west,High,,Single,21,Annual,App,Gold,0
CUST009560,58.0,Male,South ,Mid,High School,Married,13,Monthly,App,Silver,0
CUST001805,,Male,South ,,Graduate,Single,14,Monthly,In-store,,0
CUST017573,,Male,CENTRAL,Mid,High School,Married,37,Monthly,Web,Bronze,0
CUST002080,57.0,Female,NORTH,High,High School,Single,61,Multi year,Web,Bronze,0
CUST004122,57.0,Female,East,Low,Post-Graduate,Single,29,Monthly,Web,,0
CUST017997,45.0,Female,CENTRAL,Mid,High School,Married,12,Monthly,In-store,,1
CUST018472,31.0,Male,North,Low,High School,Single,53,Monthly,App,Bronze,0
CUST011356,41.0,Male,north ,Low,Graduate,Single,50,Annual,Web,Bronze,0
CUST016129,50.0,Female,East,Low,,Married,45,Monthly,App,Bronze,0
CUST001572,49.0,Female,north ,Mid,,Single,59,Monthly,Web,Silver,0
CUST004688,42.0,Male,SOUTH,Mid,Graduate,Married,36,Monthly,In-store,Bronze,0
CUST015586,34.0,Male,WEST,Mid,High School,Single,15,Multi year,App,Gold,0
CUST003589,44.0,male,EAST,,High School,Single,3,Monthly,In-store,,0
CUST019873,54.0,Male,South ,Mid,,Single,22,Multi-year,In-store,Bronze,0
CUST011393,34.0,F,CENTRAL,High,Post-Graduate,Single,13,Monthly,App,Silver,0
CUST013426,35.0,female,WEST,Mid,Post-Graduate,Married,40,Monthly,App,Bronze,0
CUST013644,49.0,Female,South,High,Graduate,Single,22,Monthly,Web,Bronze,0
CUST018681,29.0,Female,south,Low,Graduate,Widowed,7,Annual,Phone,Bronze,0
CUST002324,34.0,Male,west,Mid,Post-Graduate,Single,21,Monthly,App,Silver,0
CUST006909,29.0,Non-binary,west,Mid,High School,Married,31,multi-year,Phone,Silver,0
CUST009916,34.0,Female,CENTRAL,High,Graduate,Married,31,Annual,Web,Bronze,0
CUST000412,,Male,North,Mid,High School,Single,5,Multi-year,In-store,Bronze,0
CUST001222,28.0,Male,WEST,High,Graduate,Single,16,Annual,Web,Silver,0
CUST010439,,Male,East,Mid,Post-Graduate,Married,50,Monthly,Web,Gold,0
CUST001899,18.0,F,East,Low,Graduate,Married,28,Annual,Phone,,0
CUST009653,42.0,Male,south,Mid,Doctorate,Single,54,multiyear,Phone,Bronze,0
CUST005411,67.0,Male,North,High,High School,Married,10,Monthly,App,,0
CUST000349,39.0,Female,North,Mid,Graduate,Married,4,Annual,App,Platinum,0
CUST015620,40.0,Female,North,,Graduate,Married,56,Annual,App,Silver,0
CUST016642,38.0,Female,EAST,Mid,,Single,17,Monthly,In-store,Silver,1
CUST018047,43.0,Female,CENTRAL,Low,High School,Married,31,Annual,Web,Bronze,0
CUST011908,34.0,Male,north,Low,,Single,33,Monthly,Web,Bronze,1
CUST014009,,Male,Central,Mid,Graduate,Single,28,Annual,App,Platinum,0
CUST016869,41.0,Female,north,Mid,,Divorced,42,Annual,Phone,Bronze,0
CUST008897,54.0,Male,WEST,Mid,High School,Single,33,Monthly,In-store,Silver,0
CUST018637,23.0,Female,North,High,Graduate,Married,10,Monthly,Phone,Silver,0
CUST016638,,male,CENTRAL,Low,Doctorate,Married,55,Annual,In-store,Bronze,0
CUST019915,46.0,M,EAST,,Doctorate,Married,36,Monthly,App,Gold,1
CUST002179,,Female,north,Mid,Post-Graduate,Married,71,Monthly,In-store,Bronze,0
CUST007920,55.0,Female,Central,,Graduate,Single,14,Annual,App,Silver,0
CUST004848,49.0,female,EAST,High,Graduate,Married,19,Monthly,Phone,Platinum,1
CUST012708,47.0,female,NORTH,,Graduate,Divorced,3,Multi-year,App,Gold,0
CUST001416,,Female,South ,Low,High School,Single,1,Monthly,App,Silver,0
CUST011071,21.0,Female,south,High,Graduate,Married,8,Monthly,In-store,Bronze,0
CUST009219,49.0,Female,east,,,Divorced,8,Annual,Web,Silver,1
CUST012749,45.0,male,Central,Low,Graduate,Divorced,61,Multi-year,Web,Platinum,1
CUST006286,34.0,Female,NORTH,Mid,High School,Single,9,Multi-year,Phone,Platinum,1
CUST004724,41.0,female,Central,High,High School,Divorced,16,Monthly,Web,Silver,0
CUST013990,64.0,Male,north ,Low,,Divorced,10,Annual,App,Gold,0
CUST012184,55.0,Female,North,High,High School,Married,48,Monthly,In-store,Bronze,0
CUST005926,42.0,Male,north ,,High School,Single,15,Monthly,In-store,Bronze,0
CUST007798,43.0,F,WEST,Mid,,Divorced,7,Monthly,In-store,,1
CUST004818,31.0,Male,EAST,Mid,Graduate,Single,38,Monthly,App,Gold,0
CUST007501,32.0,Male,east,Mid,Graduate,Divorced,36,Monthly,In-store,Silver,0
CUST000898,38.0,Male,East,Mid,Graduate,Married,29,Monthly,App,,0
CUST001019,43.0,F,west,,Graduate,Married,54,Annual,In-store,Bronze,1
CUST016169,32.0,male,East,Low,Post-Graduate,Divorced,37,Monthly,In-store,,0
CUST009772,48.0,Female,east,Mid,Graduate,Divorced,23,Monthly,In-store,,0
CUST019827,53.0,Male,Central,Mid,Graduate,Single,93,Annual,In-store,Silver,0
CUST002924,33.0,Male,north ,Low,Post-Graduate,Widowed,9,Annual,Web,Bronze,0
CUST013534,45.0,female,south,High,Graduate,Single,45,Monthly,App,,0
CUST019804,37.0,male,WEST,Low,Graduate,Married,23,Annual,Phone,Silver,0
CUST019486,50.0,male,SOUTH,Mid,,Married,31,Annual,In-store,Bronze,1
CUST005561,55.0,Male,east,Mid,High School,Single,36,Annual,App,Gold,0
CUST011930,52.0,male,South ,Low,Graduate,Married,31,Monthly,App,,0
CUST007918,52.0,Female,north,Mid,Graduate,Married,12,Annual,App,Silver,0
CUST005003,67.0,Male,South ,High,High School,Single,58,Annual,Web,Bronze,1
