customer_id,purchase_frequency,avg_order_value,total_spend_6m,recency_days,product_categories_used,returns_ratio,email_open_rate,app_sessions_per_month,support_tickets_6m,campaign_response_rate,last_promotion_used,customer_satisfaction_score,payment_method
CUST012674,10.0,332.8,3052.43,183.0,1,,0.0,60.0,4,0.325,Discount,36.5,Debit Card
CUST017533,19.0,46.64,967.69,44.0,7,0.1535,0.3325,50.0,13,0.4762,Discount,46.5,Credit Card
CUST010489,12.0,79.42,948.46,136.0,1,0.0709,0.6943,20.0,13,0.3725,Cashback,100.0,Credit Card
CUST016010,,283.1,10608.7,26.0,4,0.4972,0.7316,37.0,26,0.2491,Discount,38.0,COD
CUST004629,5.0,160.49,749.62,172.0,5,0.2309,0.0,17.0,0,0.0,Discount,55.0,Credit Card
CUST011325,42.0,207.02,8627.9,183.0,5,0.2472,0.8745,60.0,21,0.6503,Free Shipping,52.0,Credit Card
CUST019297,,99.3,2487.4,164.0,3,0.4767,,34.0,6,0.3842,Free Shipping,57.0,Credit Card
CUST013654,,178.89,3907.66,150.0,1,0.1743,0.6992,,11,0.2055,No Promotion,35.5,COD
CUST011488,,80.56,645.11,57.0,3,0.3183,0.8219,,10,0.0,Discount,31.0,COD
CUST017952,1.0,880.8,921.0,160.0,1,,0.6655,47.0,0,0.6638,Discount,,Debit Card
CUST000753,15.0,35.22,530.29,183.0,5,0.2143,0.268,56.0,1,0.4384,No Promotion,79.0,Credit Card
CUST014931,,31.68,489.34,160.0,1,0.0382,0.8675,52.0,3,0.4279,Cashback,35.5,Credit Card
CUST016166,16.0,31.22,522.88,80.0,4,0.3776,0.5547,58.0,6,0.0,Cashback,52.0,Credit Card
CUST010188,12.0,80.78,996.31,104.0,2,0.2109,0.98,60.0,2,0.7084,Discount,0.0,Credit Card
CUST015798,1.0,912.25,946.41,1.0,1,0.086,0.0,18.0,0,0.2281,No Promotion,41.0,Credit Card
CUST000335,6.0,29.9,178.52,174.0,4,0.4693,0.3588,42.0,10,0.6158,Cashback,,Credit Card
CUST010512,1.0,30.47,32.53,141.0,1,0.2894,0.4705,27.0,6,0.3823,No Promotion,64.0,Credit Card
CUST001407,14.0,209.72,2841.67,142.0,4,0.2576,0.9598,0.0,11,0.2754,No Promotion,44.5,Credit Card
CUST002120,26.0,115.42,3012.33,128.0,5,0.0,,9.0,15,0.7123,Discount,,Credit Card
CUST005429,5.0,654.57,2983.12,120.0,3,0.1315,,49.0,1,0.2681,Free Shipping,100.0,Debit Card
CUST002630,14.0,330.3,4689.09,100.0,2,0.4023,0.8516,0.0,10,0.7815,Cashback,65.5,Wallet
CUST015774,,29.87,52.85,86.0,2,0.1427,,55.0,0,0.3661,No Promotion,0.0,Credit Card
CUST016061,42.0,224.65,9285.35,104.0,8,0.0964,0.3518,,40,0.4251,Discount,42.0,Debit Card
CUST013194,12.0,59.58,689.81,13.0,2,,0.0,22.0,8,0.3689,,43.0,Debit Card
CUST018096,,122.52,178.39,,1,0.3441,0.5931,58.0,0,0.6978,No Promotion,66.5,Debit Card
CUST012163,3.0,272.15,814.0,94.0,2,0.1579,0.7782,59.0,0,0.5276,Discount,65.5,Wallet
CUST014266,1.0,1179.82,1188.15,45.0,1,0.5233,0.1867,0.0,2,0.4613,Cashback,32.5,Credit Card
CUST010014,,92.46,1678.27,169.0,4,,0.6197,16.0,10,0.97,Cashback,,Debit Card
CUST014811,2.0,996.71,1824.58,52.0,2,0.0,0.4401,0.0,0,0.6052,Free Shipping,,Debit Card
CUST001513,,33.1,109.77,117.0,1,0.5741,0.0,16.0,0,0.5734,,0.5,Debit Card
CUST019823,25.0,65.38,1645.26,183.0,7,0.7297,0.0,3.0,4,0.8646,Cashback,36.0,Credit Card
CUST010619,16.0,37.91,593.36,102.0,2,0.0122,0.388,38.0,7,0.2781,,44.5,Debit Card
CUST000310,18.0,110.37,1923.72,140.0,1,0.1484,0.4439,7.0,9,0.6504,Discount,67.0,Credit Card
CUST017356,26.0,22.75,565.58,78.0,5,0.2013,0.1372,0.0,5,0.0902,No Promotion,62.5,Wallet
CUST019126,20.0,251.49,4910.83,143.0,6,0.3282,0.2592,0.0,1,0.1924,No Promotion,35.5,Wallet
CUST008882,22.0,26.14,525.53,138.0,5,0.0224,0.4209,60.0,17,0.1881,Cashback,56.0,Credit Card
CUST010523,9.0,17.82,176.24,70.0,5,0.44,0.0,28.0,10,0.0545,,71.0,Debit Card
CUST016266,34.0,80.43,2764.9,,5,0.2863,0.509,4.0,7,0.4916,Cashback,67.5,Credit Card
CUST007689,3.0,223.36,688.34,1.0,3,0.2018,0.0,27.0,7,0.3586,Discount,48.5,Credit Card
CUST012369,15.0,379.9,5337.4,80.0,6,0.278,0.0575,3.0,8,0.4328,Discount,,Wallet
CUST015218,4.0,183.13,794.56,30.0,4,0.3868,0.98,35.0,13,0.5743,No Promotion,59.5,Wallet
CUST019945,,70.68,3253.47,,8,,0.0,38.0,11,0.0,Cashback,40.5,Wallet
CUST010559,,111.32,2020.14,63.0,1,0.188,0.3876,0.0,0,0.7194,Discount,48.0,Credit Card
CUST006533,,231.28,6973.44,59.0,5,0.1587,0.0,16.0,19,0.3695,No Promotion,100.0,Credit Card
CUST007524,1.0,555.98,607.32,172.0,1,,0.1386,10.0,0,0.4342,Discount,54.0,Credit Card
CUST012811,8.0,125.76,1093.52,169.0,5,0.1731,0.9367,35.0,0,0.97,Free Shipping,78.0,COD
CUST000356,42.0,45.04,1766.62,124.0,8,0.0,0.9554,,10,0.6622,,47.5,Debit Card
CUST002665,7.0,61.57,459.72,74.0,1,0.2734,0.4855,24.0,6,0.6013,No Promotion,38.5,COD
CUST001034,1.0,1806.92,1939.88,99.0,1,0.1305,,6.0,13,0.8131,,8.5,Wallet
CUST012018,14.0,30.34,424.04,144.0,4,0.0,0.4223,0.0,0,0.4399,Cashback,57.5,Credit Card
CUST008610,5.0,104.22,560.36,79.0,4,0.4412,0.5554,,7,0.5756,Discount,34.0,COD
CUST012604,15.0,437.38,5998.54,35.0,6,0.1091,0.5782,,3,0.6269,Cashback,40.0,Debit Card
CUST005249,3.0,175.44,539.01,137.0,3,0.2187,0.7287,39.0,6,0.0995,Free Shipping,51.0,Credit Card
CUST007512,1.0,25.66,28.15,180.0,1,,0.537,32.0,3,0.6186,Free Shipping,,Wallet
CUST015052,37.0,142.66,5135.21,183.0,2,0.2654,0.0,,16,0.2541,Discount,,Credit Card
CUST001447,12.0,42.06,499.7,1.0,3,0.1005,0.5968,23.0,0,0.9507,,,Credit Card
CUST015925,1.0,12.15,13.2,128.0,1,0.5239,,60.0,7,0.4498,Free Shipping,48.0,Wallet
CUST010476,9.0,24.94,229.68,105.0,6,0.2622,0.3486,6.0,0,0.0,No Promotion,48.0,Credit Card
CUST016912,42.0,91.57,3675.46,30.0,8,0.1037,0.437,49.0,19,0.6772,No Promotion,,Debit Card
CUST015076,2.0,134.8,263.34,156.0,2,0.0,0.6182,,8,0.862,,,Debit Card
CUST011288,1.0,1087.38,1134.16,136.0,1,,0.5599,53.0,0,0.289,Discount,54.0,Debit Card
CUST012913,11.0,96.08,1084.92,136.0,5,0.6898,,41.0,19,0.792,Discount,35.5,Wallet
CUST018171,1.0,16.69,17.8,183.0,1,0.319,0.5275,32.0,0,0.7375,Cashback,41.0,COD
CUST017793,10.0,99.21,976.92,161.0,5,0.027,0.1098,30.0,17,0.3647,Discount,30.0,Debit Card
CUST009556,1.0,829.65,899.81,78.0,1,0.0,0.5875,60.0,4,0.5731,Cashback,17.0,COD
CUST000520,11.0,57.3,691.9,98.0,5,0.2086,0.3259,31.0,0,0.824,Discount,100.0,Credit Card
CUST016219,3.0,13.38,40.29,183.0,1,0.3869,0.0799,3.0,3,0.312,,44.0,Credit Card
CUST008022,31.0,149.83,4410.1,61.0,5,0.6491,0.8926,,10,0.5649,Free Shipping,15.5,COD
CUST017141,16.0,124.32,2022.36,69.0,4,0.0,0.0,6.0,5,0.0329,No Promotion,73.0,Wallet
CUST017319,1.0,1333.32,1360.5,100.0,1,0.0414,0.0,0.0,7,0.2984,No Promotion,71.0,COD
CUST016458,34.0,243.35,7516.87,104.0,6,0.2035,,12.0,0,0.4247,Discount,68.5,COD
CUST000503,1.0,27.16,27.19,6.0,1,0.0,0.1471,51.0,9,0.0,Cashback,67.5,Debit Card
CUST013168,12.0,371.14,4299.74,39.0,1,0.4751,0.9583,8.0,8,0.0725,Discount,46.0,Debit Card
CUST002885,2.0,25.53,50.03,138.0,2,0.5304,0.3504,,0,0.0,,78.5,Debit Card
CUST000331,,56.86,2027.06,1.0,6,0.3148,,15.0,2,0.1757,Cashback,54.0,Wallet
CUST014414,34.0,235.95,8632.65,102.0,4,0.2172,,,16,0.1267,Discount,85.5,COD
CUST009250,42.0,352.1,15672.92,69.0,5,0.4627,0.351,48.0,7,0.9354,Discount,37.0,Credit Card
CUST018606,19.0,121.25,2168.07,183.0,5,0.4315,0.1377,0.0,6,0.6788,Free Shipping,69.5,Credit Card
CUST014943,42.0,43.66,1913.18,130.0,4,0.0339,0.8346,17.0,7,0.1465,Discount,,Credit Card
CUST006305,33.0,45.99,1631.42,126.0,6,0.4383,0.5014,60.0,10,0.97,Cashback,,Debit Card
CUST011242,14.0,70.2,1024.93,,4,0.2028,0.3802,15.0,12,0.6502,No Promotion,43.5,Wallet
CUST012839,9.0,20.32,169.68,91.0,2,0.4487,0.0,46.0,0,0.0,No Promotion,54.5,Credit Card
CUST010780,1.0,976.78,1006.82,,1,0.0638,0.648,60.0,2,0.6278,Discount,7.5,Debit Card
CUST004331,18.0,24.8,476.62,19.0,5,0.0863,0.1777,,12,0.0166,Free Shipping,60.0,Credit Card
CUST019390,,318.82,3927.22,,1,0.4066,,21.0,7,0.3978,,50.0,Debit Card
CUST011006,42.0,173.67,7350.29,183.0,8,0.0,0.1938,36.0,19,0.0232,,91.0,Credit Card
CUST015631,10.0,35.94,371.6,144.0,2,0.4045,0.4799,35.0,3,0.9608,,76.0,Debit Card
CUST004499,42.0,35.24,1520.14,120.0,8,0.0,0.5686,7.0,25,0.1722,No Promotion,37.5,Credit Card
CUST018420,,23.61,1008.01,138.0,5,,0.3299,9.0,4,0.4761,No Promotion,62.0,Debit Card
CUST002458,5.0,304.33,1453.93,66.0,5,0.4798,0.98,36.0,8,0.97,No Promotion,27.5,Wallet
CUST016961,1.0,18.22,19.02,182.0,1,,0.8262,41.0,5,0.97,No Promotion,22.5,COD
CUST014472,13.0,330.5,4046.24,140.0,5,0.092,0.162,45.0,15,0.857,,76.0,Wallet
CUST005508,10.0,34.02,328.87,80.0,5,0.0732,0.8576,60.0,10,0.6472,Cashback,79.0,Credit Card
CUST015237,12.0,195.06,2300.94,1.0,4,0.0834,0.752,60.0,0,0.9395,No Promotion,10.0,Debit Card
CUST005302,1.0,32.76,34.81,144.0,1,,0.0,0.0,0,0.5462,No Promotion,29.0,Credit Card
CUST014530,10.0,23.41,234.59,110.0,5,0.1766,0.1089,29.0,0,0.2743,,13.5,Debit Card
CUST000593,7.0,158.43,1218.75,94.0,1,0.4158,0.292,40.0,6,0.5591,No Promotion,86.0,Credit Card
CUST007794,15.0,31.84,468.84,102.0,6,0.3215,0.605,58.0,7,0.2363,Cashback,32.5,Credit Card
CUST002482,39.0,39.12,1456.82,93.0,8,0.0,0.2952,22.0,15,0.0,No Promotion,74.0,Credit Card
CUST013844,,41.79,116.28,125.0,1,0.4362,0.4299,26.0,0,0.39,Free Shipping,73.5,Credit Card
CUST001640,24.0,26.75,643.94,46.0,6,0.4002,0.0,6.0,12,0.1426,No Promotion,97.0,Credit Card
CUST004940,8.0,27.37,217.04,152.0,2,0.248,0.6953,21.0,0,0.4562,No Promotion,,Debit Card
CUST012710,9.0,46.06,444.56,52.0,2,0.1018,0.0,0.0,10,0.564,Free Shipping,59.0,Wallet
CUST014031,29.0,78.48,2339.31,34.0,6,0.0409,0.8629,13.0,9,0.351,Discount,71.0,Credit Card
CUST009139,18.0,363.98,6418.85,183.0,2,0.3271,0.5443,60.0,12,0.8008,Discount,58.5,COD
CUST012534,5.0,225.13,1099.93,86.0,2,0.2601,0.8151,55.0,1,0.97,No Promotion,,COD
CUST013009,16.0,240.06,3877.22,72.0,6,0.4593,0.2233,,17,0.97,Discount,68.0,Credit Card
CUST005002,6.0,458.2,2613.6,156.0,4,0.1156,0.6635,29.0,13,0.0,Discount,80.0,Wallet
CUST016566,1.0,33.74,34.63,90.0,1,0.3338,0.2541,56.0,2,0.4271,No Promotion,61.5,Credit Card
CUST010716,,258.7,2874.87,,6,0.0,0.0,0.0,5,0.1867,Free Shipping,,Wallet
CUST017758,24.0,71.95,1732.16,1.0,1,0.3499,0.6126,54.0,13,0.6232,No Promotion,43.5,Credit Card
CUST012492,7.0,69.55,491.38,105.0,5,0.3381,0.98,39.0,6,0.97,Cashback,46.0,COD
CUST000624,1.0,1371.37,1431.99,23.0,1,0.3054,0.5398,59.0,6,0.8961,Free Shipping,29.0,Credit Card
CUST001927,8.0,267.24,2031.54,130.0,4,0.1267,0.2874,32.0,0,0.3017,No Promotion,35.5,Wallet
CUST008472,27.0,66.72,1947.27,58.0,8,0.4678,0.8917,52.0,0,0.7059,Cashback,85.0,Credit Card
CUST001420,2.0,27.15,54.68,39.0,2,0.1513,0.8983,0.0,11,0.6386,Free Shipping,47.5,Wallet
CUST000148,6.0,341.31,2140.76,151.0,1,0.2565,0.3638,27.0,0,0.3255,Free Shipping,79.5,Debit Card
CUST005876,1.0,15.25,16.24,56.0,1,0.2576,0.5988,21.0,3,0.0533,Discount,50.0,Credit Card
CUST009295,,195.79,1710.85,126.0,3,0.0434,0.3841,11.0,0,0.0,No Promotion,69.0,COD
CUST008357,,103.36,2563.29,114.0,2,0.2487,,23.0,2,0.7785,No Promotion,,Credit Card
CUST000988,5.0,205.98,929.19,,2,0.0,0.2887,26.0,4,0.0,No Promotion,60.5,Wallet
CUST014632,,91.88,583.69,183.0,2,0.0356,0.6035,60.0,2,0.97,Discount,57.0,Debit Card
CUST006416,13.0,15.3,216.33,63.0,6,0.2265,0.6815,8.0,0,0.023,Free Shipping,66.5,Credit Card
CUST013638,1.0,1275.14,1380.26,125.0,1,0.0601,0.0546,0.0,3,0.7398,Discount,86.0,Credit Card
CUST007790,8.0,303.54,2587.82,,5,0.2996,0.6409,0.0,4,0.3992,,72.0,Debit Card
CUST000946,13.0,156.83,2189.24,150.0,3,,0.5208,49.0,0,0.6541,Discount,7.0,Credit Card
CUST014380,7.0,32.61,220.63,94.0,1,,0.7111,0.0,6,0.2539,No Promotion,33.5,Credit Card
CUST009980,7.0,24.52,183.9,41.0,1,,0.4307,60.0,0,0.0,No Promotion,56.0,Credit Card
CUST013112,10.0,271.97,2653.05,4.0,3,0.0866,0.396,48.0,0,0.5265,No Promotion,76.5,Wallet
CUST010093,1.0,873.39,893.21,1.0,1,0.2352,,16.0,0,0.0,Free Shipping,,Debit Card
CUST017111,5.0,58.1,301.8,160.0,2,0.0,0.3094,1.0,3,0.4377,Cashback,84.5,COD
CUST014033,1.0,13.4,14.47,47.0,1,0.2585,0.0948,57.0,4,0.97,Free Shipping,34.0,Wallet
CUST017312,39.0,203.82,7872.08,29.0,5,0.0,0.8722,30.0,12,0.2009,No Promotion,49.5,Credit Card
CUST000087,5.0,222.6,1040.31,158.0,1,0.401,0.462,57.0,0,0.0909,No Promotion,66.5,Credit Card
CUST003770,29.0,72.74,2158.05,86.0,7,0.0,0.4979,60.0,0,0.6924,Discount,32.5,Credit Card
CUST003091,2.0,32.86,68.85,144.0,2,,0.2455,0.0,0,0.0,,50.5,Wallet
CUST010868,5.0,25.9,133.52,1.0,1,0.2349,0.98,24.0,0,0.7911,Cashback,78.5,Credit Card
CUST002997,7.0,270.38,1838.08,,7,0.3303,0.1031,0.0,4,0.0,Cashback,100.0,COD
CUST011899,31.0,195.18,5891.23,118.0,6,0.8057,0.1023,15.0,10,0.1299,Free Shipping,64.5,Wallet
CUST006572,15.0,219.11,3318.93,83.0,3,0.3094,0.0,,6,0.0,Free Shipping,19.0,Debit Card
CUST003456,9.0,26.66,225.23,90.0,1,,0.0,0.0,0,0.2914,Cashback,30.5,COD
CUST013814,12.0,310.72,3986.78,,2,0.2684,0.0,0.0,13,0.0,Cashback,34.5,Debit Card
CUST007791,42.0,46.66,1803.84,183.0,8,0.3023,,27.0,16,0.7949,Discount,52.5,COD
CUST019066,11.0,197.51,2166.77,46.0,6,0.1351,0.0,15.0,9,0.0,Discount,,Debit Card
CUST002286,3.0,23.79,76.5,98.0,3,0.1923,0.0,14.0,0,0.0,Cashback,10.5,COD
CUST004822,13.0,56.92,744.32,183.0,5,0.0126,0.3764,36.0,6,0.0,Discount,49.5,Credit Card
CUST008880,9.0,242.03,2291.96,1.0,2,,0.3125,14.0,0,0.0,Free Shipping,,Wallet
CUST008042,12.0,176.73,2010.28,54.0,2,0.2855,,48.0,13,0.7359,No Promotion,58.5,Wallet
CUST007292,,23.6,223.32,118.0,8,0.2752,0.2471,26.0,3,0.3081,No Promotion,26.5,Credit Card
CUST010703,26.0,37.67,1021.17,4.0,7,0.0,0.5029,9.0,0,0.3247,Cashback,72.0,Credit Card
CUST015147,,55.95,1711.25,108.0,6,0.4203,0.2425,18.0,11,0.0,Discount,69.0,Credit Card
CUST000823,8.0,34.02,279.96,108.0,7,0.0147,0.4198,52.0,0,0.1283,No Promotion,61.5,COD
CUST018786,30.0,650.31,18505.58,122.0,7,0.0,0.8957,15.0,18,0.8791,No Promotion,100.0,COD
CUST015254,1.0,15.82,17.31,166.0,1,0.0432,0.4638,34.0,7,0.4532,,33.5,Debit Card
CUST008060,4.0,12.12,51.78,74.0,4,0.2828,0.022,0.0,0,0.2631,Free Shipping,47.5,Credit Card
CUST014583,6.0,28.71,174.13,120.0,4,0.4297,0.4451,0.0,0,0.2559,No Promotion,43.0,COD
CUST015520,,30.11,334.67,1.0,2,0.0,0.6507,34.0,19,0.6438,No Promotion,48.5,Debit Card
CUST015082,24.0,188.37,4507.9,46.0,4,0.1444,0.2817,60.0,3,0.3467,,82.0,Credit Card
CUST011531,12.0,298.06,3309.4,97.0,2,0.3116,0.3396,0.0,9,0.0,Discount,,Debit Card
CUST002745,12.0,187.81,2075.75,117.0,4,0.0,0.3518,60.0,7,0.3833,Free Shipping,69.5,Credit Card
CUST007926,9.0,12.96,126.44,175.0,7,0.2867,0.0695,26.0,0,0.5619,No Promotion,54.5,Credit Card
CUST018298,5.0,209.27,1055.69,183.0,2,0.255,0.8531,60.0,0,0.7269,,46.5,COD
CUST010326,3.0,119.57,340.7,,3,0.1865,0.1943,43.0,0,0.6111,No Promotion,58.0,Credit Card
CUST003617,,10.0,324.02,83.0,4,0.3443,0.7744,33.0,22,0.5813,Discount,71.0,Debit Card
CUST017430,7.0,18.59,143.12,76.0,7,0.3025,0.6002,39.0,5,0.3072,,,Debit Card
CUST001630,1.0,860.57,895.81,1.0,1,0.0723,0.8127,60.0,0,0.5767,Free Shipping,14.0,Credit Card
CUST011693,,69.43,2980.38,156.0,8,0.2996,0.3614,60.0,19,0.4741,Discount,54.5,Debit Card
CUST003826,3.0,210.95,691.33,128.0,1,,0.6224,41.0,0,0.2073,Discount,32.0,Credit Card
CUST001121,16.0,29.25,439.66,55.0,3,0.0701,0.4583,39.0,2,0.7415,,,Wallet
CUST010009,15.0,203.7,3286.28,183.0,5,0.1997,,47.0,9,0.0165,,27.5,Debit Card
CUST009681,,64.76,451.58,1.0,5,0.6415,0.619,57.0,6,0.6077,No Promotion,60.0,COD
CUST010884,34.0,652.64,20113.86,1.0,5,0.3057,0.6653,36.0,22,0.0432,Discount,16.0,Credit Card
CUST003987,,143.07,490.36,,2,0.0,0.2735,0.0,0,0.0631,,57.0,Credit Card
CUST019012,3.0,418.45,1176.97,119.0,1,,0.0,58.0,0,0.5497,Discount,56.0,Credit Card
CUST001761,17.0,144.87,2600.46,108.0,3,0.2654,0.6806,33.0,9,0.0,Discount,,Wallet
CUST002569,1.0,18.85,19.89,78.0,1,0.1344,0.3671,0.0,0,0.5965,Free Shipping,,Wallet
CUST012684,17.0,230.04,3619.69,183.0,3,0.0,0.98,20.0,0,0.3253,No Promotion,83.5,Credit Card
CUST007453,1.0,18.35,18.37,141.0,1,0.8349,0.9161,47.0,0,0.552,Discount,100.0,Credit Card
CUST001860,17.0,114.32,2042.74,136.0,8,0.0,0.5236,55.0,0,0.3963,Cashback,100.0,COD
CUST019146,13.0,57.83,684.47,2.0,4,0.3697,0.4616,,6,0.1287,Free Shipping,63.0,Credit Card
CUST006600,13.0,16.11,219.13,86.0,4,0.1617,0.98,15.0,2,0.0,Discount,28.0,Wallet
CUST013374,1.0,225.2,241.19,1.0,1,0.0501,0.2695,15.0,10,0.2355,Free Shipping,20.5,Wallet
CUST001786,1.0,554.34,602.68,10.0,1,0.2362,0.5979,21.0,2,0.0,Free Shipping,85.5,Credit Card
CUST010711,3.0,20.2,60.98,125.0,2,0.0102,0.2076,14.0,2,0.3252,No Promotion,51.5,Credit Card
CUST008468,19.0,70.2,1442.99,183.0,3,0.1677,0.9023,21.0,0,0.1839,Free Shipping,39.5,Debit Card
CUST007583,,74.02,158.5,101.0,3,0.4996,0.6803,49.0,0,0.7304,Discount,20.5,COD
CUST009885,7.0,98.85,670.95,73.0,7,0.3603,0.8902,60.0,1,0.5575,,,COD
CUST003343,6.0,223.67,1362.68,183.0,2,0.3084,0.379,54.0,5,0.2704,Free Shipping,82.5,COD
CUST010659,8.0,25.65,215.05,1.0,3,0.0,0.6475,9.0,6,0.223,Free Shipping,12.0,Wallet
CUST008898,,104.09,233.41,1.0,1,0.3913,,23.0,5,0.6924,Discount,9.0,Wallet
CUST002706,18.0,78.26,1399.89,,5,0.0432,0.6151,60.0,3,0.6301,No Promotion,64.5,Credit Card
CUST017776,20.0,104.42,2230.8,,6,0.0796,0.4599,2.0,8,0.5815,Cashback,99.0,Credit Card
CUST005850,16.0,166.64,2728.64,183.0,4,,0.4543,18.0,9,0.6187,No Promotion,73.0,Credit Card
CUST012843,1.0,630.91,632.17,183.0,1,0.1586,0.4135,0.0,3,0.1333,Cashback,16.5,Credit Card
CUST003287,23.0,30.41,710.59,,4,0.3038,0.5091,6.0,18,0.4065,Free Shipping,66.0,Credit Card
CUST019930,1.0,115.14,124.86,1.0,1,0.4817,0.7114,22.0,0,0.6554,Cashback,52.0,Debit Card
CUST010299,17.0,31.49,557.13,126.0,4,0.0,0.0811,58.0,4,0.5838,Free Shipping,58.0,Wallet
CUST008188,11.0,42.0,442.08,38.0,4,,0.5442,24.0,13,0.4899,Discount,37.5,Credit Card
CUST013901,10.0,186.93,1780.64,183.0,1,0.5637,0.4992,45.0,3,0.3699,No Promotion,45.5,Credit Card
CUST016715,13.0,146.6,2075.56,37.0,5,0.2082,0.2308,0.0,0,0.0,Cashback,56.0,Credit Card
CUST014972,,40.12,136.63,128.0,3,0.0633,0.2191,7.0,5,0.464,Discount,71.5,Debit Card
CUST014068,8.0,61.54,487.57,92.0,5,,0.7044,43.0,2,0.513,Discount,48.0,COD
CUST014095,16.0,79.81,1344.79,38.0,7,0.3216,0.0586,7.0,4,0.0,No Promotion,43.0,Wallet
CUST014611,,180.22,2024.59,183.0,4,,0.2516,,0,0.768,Free Shipping,84.5,Debit Card
CUST004599,1.0,26.15,26.54,169.0,1,0.0,0.0,0.0,0,0.0655,Cashback,89.0,Debit Card
CUST018513,18.0,17.63,324.06,170.0,6,0.0,0.649,24.0,0,0.2987,No Promotion,68.0,Wallet
CUST016873,13.0,506.46,6259.38,15.0,6,0.3196,0.3984,38.0,8,0.97,No Promotion,42.0,Credit Card
CUST012245,,131.5,2697.95,151.0,2,0.2562,0.5799,21.0,20,0.0203,No Promotion,21.5,COD
CUST000980,1.0,889.28,964.17,24.0,1,0.0577,0.781,46.0,0,0.0779,No Promotion,0.0,Credit Card
CUST014206,7.0,347.26,2571.23,30.0,4,0.1113,0.6421,50.0,0,0.6817,Discount,55.0,Debit Card
CUST000894,11.0,145.77,1507.47,183.0,5,0.298,0.8387,41.0,0,0.3297,No Promotion,38.0,Credit Card
CUST015321,9.0,39.56,352.9,183.0,4,0.3753,0.3817,37.0,10,0.3541,No Promotion,78.5,Credit Card
CUST015466,7.0,27.15,201.98,90.0,5,0.7863,0.7531,60.0,0,0.5837,No Promotion,,Debit Card
CUST016179,14.0,255.63,3269.22,60.0,8,0.0,0.0666,5.0,2,0.5128,Cashback,61.0,Credit Card
CUST010797,15.0,15.38,250.44,46.0,3,0.1851,0.3334,1.0,4,0.4765,Discount,78.0,Wallet
CUST007852,5.0,91.92,433.61,67.0,1,0.0,0.0,,7,0.6049,,59.0,COD
CUST019098,10.0,386.96,3870.17,,7,0.1836,0.2809,4.0,2,0.5552,Discount,100.0,Wallet
CUST013054,7.0,89.37,654.95,126.0,1,,0.4852,60.0,18,0.7404,Discount,62.0,COD
CUST007890,12.0,427.92,4748.35,132.0,2,0.7185,0.8455,46.0,7,0.0,Discount,,Credit Card
CUST002556,42.0,150.77,6470.07,120.0,8,0.4076,0.7981,,18,0.3749,Cashback,76.0,Debit Card
CUST006523,,258.55,337.87,54.0,3,0.2018,0.98,60.0,1,0.2936,,100.0,Debit Card
CUST018368,1.0,22.94,24.18,58.0,1,0.0,0.7175,60.0,0,0.8176,Discount,76.5,Wallet
CUST006450,42.0,33.26,1442.34,32.0,8,0.1089,0.2518,43.0,11,0.789,Discount,,Credit Card
CUST003452,8.0,90.8,714.86,86.0,2,0.5468,0.4245,25.0,0,0.9523,Free Shipping,49.0,Wallet
CUST011025,6.0,33.47,192.75,176.0,3,,0.825,27.0,12,0.2507,,17.0,Wallet
CUST001101,19.0,123.31,2194.75,183.0,1,0.3254,,54.0,18,0.6254,Free Shipping,86.5,Debit Card
CUST007636,14.0,47.94,730.09,,4,0.3053,0.6642,31.0,21,0.3238,,,Credit Card
CUST000661,1.0,816.6,846.83,,1,,0.5918,51.0,0,0.5693,Cashback,12.0,Debit Card
CUST015380,,33.1,81.95,183.0,8,,0.5398,35.0,8,0.275,Discount,37.0,COD
CUST015927,21.0,85.76,1639.82,1.0,8,0.1253,0.1081,41.0,16,0.0,No Promotion,37.5,Wallet
CUST008917,42.0,24.81,1094.31,112.0,6,,0.4205,,27,0.2158,No Promotion,16.0,Wallet
CUST003811,4.0,156.06,627.7,116.0,1,0.0101,0.8642,,0,0.7564,Discount,60.5,Credit Card
CUST015681,32.0,207.22,6221.18,26.0,5,0.3565,0.3981,39.0,26,0.97,Free Shipping,34.5,Credit Card
CUST012087,14.0,117.07,1767.94,154.0,7,0.064,0.9253,60.0,14,0.3002,No Promotion,33.5,Debit Card
CUST007399,26.0,27.56,778.77,144.0,6,0.3489,0.2494,48.0,23,0.5491,Cashback,48.0,COD
CUST003090,1.0,41.96,45.91,183.0,1,0.1386,0.3045,11.0,0,0.0494,Free Shipping,65.0,Debit Card
CUST009203,,68.41,1836.57,64.0,4,0.594,,51.0,3,0.0,No Promotion,60.0,Credit Card
CUST012855,13.0,176.4,2235.07,108.0,3,,0.8984,60.0,0,0.8992,,,COD
CUST019450,9.0,90.53,759.67,126.0,1,0.1195,0.3341,60.0,0,0.5144,Discount,79.5,Debit Card
CUST003237,,101.44,227.41,142.0,2,0.3352,0.6788,13.0,0,0.4913,Discount,40.0,Wallet
CUST000270,1.0,734.78,779.78,167.0,1,0.0,0.5442,,9,0.0625,No Promotion,,Debit Card
CUST001782,,11.44,496.97,1.0,3,,0.0271,,0,0.0,,66.5,Debit Card
CUST017390,25.0,58.07,1441.29,15.0,5,0.0893,0.0,37.0,13,0.8785,Discount,81.5,Credit Card
CUST005363,16.0,25.71,417.36,,3,0.5114,0.4381,17.0,17,0.6351,Free Shipping,76.5,Debit Card
